ID,study,OF2,tillage2,irrigation2,cropland.type,rryield,varyield,rrSOC,varSOC,rrN2O,varN2O,rrCH4,varCH4,rrMWD,varMWD
1741,156,Yes,Conventional,intermittent,paddy,0.006629859,0.000681435,0.028749413,0.000439267,,,,,,
1742,156,Yes,Conventional,intermittent,paddy,0.087106177,0.000362409,0.01063032,0.000564899,-0.266267978,0.004503836,-0.199587922,0.00530096,,
1743,156,Yes,Conventional,intermittent,paddy,0.021692825,0.000318312,0.023589551,0.000342489,0.287682073,0.225694444,-0.076165847,0.004215134,,
1744,157,No,Conservation,irrigated,upland,0.157264977,0.005951562,,,-0.103184237,0.021920746,,,,
1745,157,No,Conservation,irrigated,upland,0.123106058,0.004430165,,,0.330854244,0.007936006,,,,
1746,157,No,Conservation,irrigated,upland,0.204632666,0.007794547,,,0.584513339,0.02364594,,,,
1747,157,No,Conservation,irrigated,upland,0.204794413,0.006922046,,,1.496836235,0.082818049,,,,
1748,157,No,Conservation,irrigated,upland,0.263634913,0.006346595,,,0.737598943,0.052996772,,,,
1749,157,No,Conservation,irrigated,upland,0.156509171,0.006818564,,,0.6866325,0.058355152,,,,
1750,158,Yes,Conventional,intermittent,paddy,0.044650274,0.002737812,,,,,-0.640378425,0.053302452,,
1751,158,Yes,Conventional,intermittent,paddy,-0.018433702,0.003230094,,,,,-0.48150941,0.0536251,,
1752,113,No,Conventional,intermittent,paddy,,,,,,,-0.117783036,0.001127186,,
1753,159,No,Conservation,rainfed,upland,,,,,1.561647248,0.064596939,,,,
1754,159,No,Conservation,rainfed,upland,,,,,2.159484249,0.064596939,,,,
1755,159,No,Conservation,rainfed,upland,,,,,1.924248652,0.064596939,,,,
1756,159,No,Conservation,rainfed,upland,,,,,0.896088024,0.064596939,,,,
1757,159,No,Conservation,rainfed,upland,,,,,1.285552791,0.064596939,,,,
1758,159,No,Conservation,rainfed,upland,,,,,1.252762968,0.064596939,,,,
1759,160,No,Conservation,rainfed,upland,-0.282487256,0.002756743,,,-0.384411699,0.015891245,,,,
1760,160,No,Conservation,rainfed,upland,-0.060114625,0.002010954,,,0.567569873,0.00741559,,,,
1761,160,No,Conservation,rainfed,upland,0.064711749,0.001191272,,,0.141078599,0.028603842,,,,
1762,161,No,Conservation,rainfed,upland,-0.471311674,0.003886275,,,-0.424157243,0.064596939,,,,
1763,161,No,Conservation,rainfed,upland,-0.019974611,0.00070943,,,0.484298868,0.064596939,,,,
1764,161,No,Conservation,rainfed,upland,-0.014575157,0.002522032,,,0.003384098,0.064596939,,,,
1765,161,No,Conservation,rainfed,upland,,,,,-0.262364258,0.064596939,,,,
1766,161,No,Conservation,rainfed,upland,,,,,-0.430782915,0.064596938,,,,
1767,161,No,Conservation,rainfed,upland,,,,,-0.544727176,0.064596939,,,,
1768,161,No,Conservation,rainfed,upland,-0.557345639,0.007404989,,,0.791127592,0.064596938,,,,
1769,161,No,Conservation,rainfed,upland,-0.090280117,0.013683937,,,0.1480531,0.064596939,,,,
1770,161,No,Conservation,rainfed,upland,-0.061346463,0.012892721,,,-0.223143552,0.064596938,,,,
1771,161,No,Conservation,rainfed,upland,,,,,0.387282788,0.064596938,,,,
1772,161,No,Conservation,rainfed,upland,,,,,0.067139304,0.064596939,,,,
1773,161,No,Conservation,rainfed,upland,,,,,0.610080581,0.064596939,,,,
1774,161,No,Conservation,rainfed,upland,-0.248179629,0.002891697,,,-0.405465116,0.064596939,,,,
1775,161,No,Conservation,rainfed,upland,-0.033439648,0.007832321,,,-0.432472309,0.064596939,,,,
1776,161,No,Conservation,rainfed,upland,-0.12382535,0.001693837,,,-0.067822596,0.064596939,,,,
1777,161,No,Conservation,rainfed,upland,,,,,-0.788457368,0.06459694,,,,
1778,161,No,Conservation,rainfed,upland,,,,,-0.055569848,0.064596938,,,,
1779,161,No,Conservation,rainfed,upland,,,,,-0.36646295,0.064596938,,,,
1780,50,No,Conventional,rainfed,upland,-0.033901552,0.001344402,,,0.119545151,0.064596939,,,,
1781,50,No,Conservation,rainfed,upland,-0.052185753,0.00136384,,,0.075223421,0.064596939,,,,
1782,50,No,Conventional,rainfed,upland,0,0.006377551,,,0,0.064596938,,,,
1783,50,No,Conservation,rainfed,upland,0,0.005,,,-0.69314718,0.064596938,,,,
1784,50,No,Conventional,rainfed,upland,-0.029413885,0.000340914,,,-0.042925045,0.064596939,,,,
1785,50,No,Conservation,rainfed,upland,0,0.00032,,,-0.574541438,0.064596939,,,,
1786,50,No,Conventional,rainfed,upland,-0.022472856,0.001285647,,,,,,,,
1787,50,No,Conservation,rainfed,upland,-0.022989518,0.001703023,,,,,,,,
1788,162,No,Conventional,intermittent,paddy,,,,,0.510825622,0.029794239,,,,
1789,162,No,Conventional,intermittent,paddy,,,,,2.083006608,0.129660803,,,,
1790,35,No,Conventional,rainfed,upland,-0.187211542,0.008292011,,,-0.19131712,0.050545913,,,,
1791,35,No,Conventional,rainfed,upland,-0.128992121,0.000496424,,,-0.186212612,0.0318625,,,,
1792,35,No,Conventional,rainfed,upland,-0.532464799,0.000774417,,,-0.167054085,0.005279602,,,,
1793,35,No,Conventional,rainfed,upland,-0.581173509,0.000718281,,,-0.139761942,0.028458385,,,,
1794,38,No,Conventional,rainfed,upland,-0.431440595,0.014400539,,,,,,,,
1795,38,No,Conventional,rainfed,upland,-0.131852131,0.00307216,,,,,,,,
1796,38,No,Conventional,rainfed,upland,-0.014458083,0.000666591,,,,,,,,
1797,38,No,Conventional,rainfed,upland,0.029475818,0.003931537,,,,,,,,
1798,38,No,Conventional,rainfed,upland,0.08912778,0.003409908,,,,,,,,
1799,38,No,Conventional,rainfed,upland,0.00836825,0.004636149,,,,,,,,
1800,38,No,Conventional,rainfed,upland,0.020040751,0.003213806,,,,,,,,
1801,38,No,Conventional,rainfed,upland,0.079406778,0.007226598,,,,,,,,
1802,38,No,Conventional,rainfed,upland,0.132059722,0.020793292,,,,,,,,
1803,38,No,Conventional,rainfed,upland,-0.042111485,0.00696734,,,,,,,,
1804,38,No,Conventional,rainfed,upland,0.025063969,0.002496094,,,,,,,,
1805,38,No,Conventional,rainfed,upland,0,0.00235649,,,,,,,,
1806,38,No,Conventional,rainfed,upland,0.015113638,0.01093548,,,,,,,,
1807,38,No,Conventional,rainfed,upland,0.014252023,0.002212015,,,,,,,,
1808,163,No,Conventional,flooding,paddy,0.169200469,0.011456953,,,,,0.106791974,0.122897496,,
1809,163,No,Conventional,flooding,paddy,-0.044650274,0.011456953,,,,,-0.03880349,0.122897496,,
1810,163,No,Conventional,flooding,paddy,-0.056131456,0.011456953,,,,,-0.553340439,0.122897496,,
1811,131,No,Conservation,rainfed,upland,0.045985113,0.011456953,,,0.786093294,0.086129251,,,,
1812,125,No,Conventional,irrigated,upland,-1.189374005,0.011456953,-0.021739987,0.004364336,,,,,-0.084993213,0.010988094
1813,125,No,Conservation,irrigated,upland,-0.322516025,0.011456953,-0.0609607,0.004364336,,,,,-0.143100844,0.010988094
1814,35,No,Conventional,flooding,paddy,0.429856561,0.000892724,,,,,0.669430654,0.122897496,,
1815,35,No,Conventional,flooding,paddy,0.245122458,0.000737301,,,,,1.200058905,0.122897496,,
1816,35,No,Conventional,flooding,paddy,0.215708573,0.00075427,,,,,1.678847364,0.122897496,,
1817,35,No,Conventional,flooding,paddy,0.458574933,0.000837125,,,,,0.679783952,0.122897496,,
1818,35,No,Conventional,flooding,paddy,0.283126256,0.000690975,,,,,1.3929096,0.122897496,,
1819,35,No,Conventional,flooding,paddy,0.197359434,0.000737794,,,,,1.826545585,0.122897496,,
1820,164,No,Conventional,rainfed,paddy,0.043571248,0.011456953,,,0.366344641,0.086129251,0.220777704,0.122897496,,
1821,164,No,Conventional,rainfed,paddy,0.102190941,0.011456953,,,0.274041198,0.086129251,0.148913181,0.122897496,,
1822,164,No,Conventional,rainfed,paddy,0.09763847,0.011456953,,,0.329440084,0.086129251,0.15318528,0.122897496,,
1823,164,No,Conventional,rainfed,paddy,0.122527491,0.011456953,,,0.323198187,0.086129251,0.136289176,0.122897496,,
1824,165,No,Conservation,rainfed,upland,,,0.15415068,0.003273252,,,,,,
1825,165,No,Conservation,rainfed,upland,,,0.043172172,0.003273252,,,,,,
1826,165,No,Conservation,rainfed,upland,,,0.0422896,0.003273252,,,,,,
1827,165,No,Conservation,rainfed,upland,,,0.065851473,0.003273252,,,0.457833093,0.092173122,,
1828,165,No,Conservation,rainfed,upland,,,0.06830977,0.003273252,,,,,,
1829,166,No,Conservation,rainfed,upland,0.200670695,0.008592715,,,-0.15856375,0.064596939,,,,
1830,161,No,Conservation,rainfed,upland,-0.010735751,0.001650252,-0.00643089,0.003273252,-0.032281693,0.083891233,,,,
1831,161,No,Conservation,rainfed,upland,0.00351769,0.010260075,,,0.049448275,0.0093998,,,,
1832,161,No,Conservation,rainfed,upland,,,,,0.165173449,0.068810309,,,,
1833,161,No,Conservation,rainfed,upland,,,,,0.309564784,0.068009304,,,,
1834,19,No,Conservation,rainfed,upland,,,0.250022969,0.003273252,0.789997007,0.064596939,,,,
1835,19,No,Conservation,rainfed,upland,,,-0.022424859,0.003273252,-0.206336433,0.064596939,,,,
1836,19,No,Conservation,rainfed,upland,,,0.125469469,0.003273252,0.66057101,0.064596939,,,,
1837,19,No,Conservation,rainfed,upland,,,0.038318864,0.003273252,0.074107972,0.064596939,,,,
1838,38,No,Conventional,rainfed,upland,-0.038048698,0.0099383,0.21007147,0.012567254,-0.956996778,0.043064626,0.45512402,0.061448748,,
1839,167,No,Conventional,rainfed,upland,,,,,0.370373789,0.129193877,,,,
1840,167,Yes,Conventional,rainfed,upland,,,,,0.74893854,0.129193877,,,,
1841,167,No,Conservation,rainfed,upland,,,,,-0.606135804,0.129193878,,,,
1842,167,Yes,Conservation,rainfed,upland,,,,,0.693147181,0.129193878,,,,
1843,168,No,Conventional,intermittent,paddy,0.235870106,0.011456953,,,,,,,,
1844,168,No,Conventional,intermittent,paddy,0.148504934,0.011456953,,,,,,,,
1845,168,No,Conventional,intermittent,paddy,0.173663494,0.011456953,,,,,,,,
1846,169,No,Conservation,rainfed,upland,0.036701367,0.073091591,,,0.405465108,0.104537037,-0.575364145,2.503616899,,
1847,169,No,Conservation,rainfed,upland,-0.518488497,0.220227816,,,-0.405465108,0.03787037,0.610909083,2.288513766,,
1848,169,No,Conservation,rainfed,upland,-0.095881771,0.008961283,,,-0.510825625,0.453333333,-1.252762967,0.394557823,,
1849,169,No,Conservation,rainfed,upland,-0.234400706,0.06317571,,,-0.693147182,0.104166667,-1.791759472,0.564814815,,
1850,170,No,Conventional,intermittent,paddy,0.024786779,0.011456953,0.085990448,0.004364336,,,0.023087245,0.122897496,,
1851,170,No,Conventional,intermittent,paddy,0.058123199,0.011456953,0.078471615,0.004364336,,,-0.04307298,0.122897496,,
1852,170,No,Conventional,intermittent,paddy,0.025927378,0.011456953,0.089948237,0.004364336,,,0.034912637,0.122897496,,
1853,170,No,Conventional,intermittent,paddy,0.052980426,0.011456953,0.079137321,0.004364336,,,-0.122698874,0.122897496,,
1854,171,Yes,Conventional,rainfed,upland,-0.088468907,0.016214922,,,0.316911711,0.105517693,,,,
1855,171,Yes,Conventional,rainfed,upland,-0.188967627,0.044554457,,,-0.094378937,0.106003837,,,,
1856,172,No,Conventional,flooding,paddy,0.101657169,0.000523656,0.031828482,6.13E-05,,,0.495616205,0.000440051,,
1857,173,No,Conventional,rainfed,upland,,,0.018462063,0.003273252,,,,,,
1858,173,No,Conventional,rainfed,upland,,,-0.006472515,0.003273252,,,,,,
1859,174,No,Conventional,rainfed,upland,,,,,,,,,-0.161366192,0.030490154
1860,174,No,Conventional,rainfed,upland,,,,,,,,,0.220787838,0.021049802
1861,174,No,Conservation,rainfed,upland,,,,,,,,,-0.672708512,0.015459301
1862,174,No,Conservation,rainfed,upland,,,,,,,,,-0.469413833,0.046312569
1863,174,No,Conservation,rainfed,upland,,,,,,,,,-0.199925261,0.032143113
1864,174,No,Conservation,rainfed,upland,,,,,,,,,-0.175632569,0.023793206
1865,106,No,Conventional,flooding,paddy,,,0.153235976,1.67E-03,,,,,-0.017291497,0.000877704
1866,106,Yes,Conventional,flooding,paddy,,,0.00882858,0.003422853,,,,,-0.010869672,0.00468522
1867,106,Yes,Conventional,flooding,paddy,,,0.083354654,0.00937449,,,,,0.148215944,0.006839628
1868,175,Yes,Conservation,flooding,paddy,,,0.093685484,0.003273252,,,,,,
1869,175,Yes,Conservation,flooding,paddy,,,0.081872534,0.003273252,,,,,,
1870,175,Yes,Conventional,flooding,paddy,,,0.205980531,0.003273252,,,,,,
1871,175,Yes,Conventional,flooding,paddy,,,0.076039807,0.003273252,,,,,,
1872,175,Yes,Conservation,flooding,paddy,,,-0.025733695,0.003273252,,,,,,
1873,175,Yes,Conservation,flooding,paddy,,,-0.039696502,0.003273252,,,,,,
1874,175,Yes,Conventional,flooding,paddy,,,-0.03679434,0.003273252,,,,,,
1875,175,Yes,Conventional,flooding,paddy,,,-0.05709682,0.003273252,,,,,,
1876,176,No,Conservation,rainfed,upland,,,0.076619037,0.003273252,,,,,0.101782694,0.00180642
1877,176,No,Conservation,rainfed,upland,,,0.053915359,0.003273252,,,,,-0.041672696,0.008518607
1878,176,No,Conservation,rainfed,upland,,,0.07928784,0.003273252,,,,,0.202524264,0.002126205
1879,176,No,Conventional,rainfed,upland,,,0.072072348,0.003273252,,,,,-0.013187004,0.00286626
1880,176,No,Conventional,rainfed,upland,,,-0.067468868,0.003273252,,,,,-0.049226941,0.004452987
1881,176,No,Conventional,rainfed,upland,,,0.147007792,0.003273252,,,,,0.083730893,0.002164965
1882,177,No,Conventional,irrigated,upland,,,,,,,,,-0.336472237,0.010988094
1883,177,No,Conventional,irrigated,upland,,,,,,,,,-0.387765531,0.010988094
1884,177,No,Conventional,irrigated,upland,,,,,,,,,-0.113328685,0.010988094
1885,177,No,Conventional,irrigated,upland,,,,,,,,,0.133531393,0.010988094
1886,177,No,Conventional,irrigated,upland,,,,,,,,,-0.036367644,0.010988094
1887,177,No,Conventional,irrigated,upland,,,,,,,,,-0.387765531,0.010988094
1888,177,No,Conventional,irrigated,upland,,,,,,,,,-0.287682072,0.010988094
1889,178,No,Conventional,irrigated,upland,,,,,,,,,-0.043485112,0.010988094
1890,178,No,Conventional,irrigated,upland,,,,,,,,,-0.021506205,0.010988094
1891,178,No,Conventional,irrigated,upland,,,,,,,,,-0.112477983,0.010988094
1892,178,No,Conventional,irrigated,upland,,,,,,,,,0,0.010988094
1893,178,No,Conventional,irrigated,upland,,,,,,,,,0.021053409,0.010988094
1894,178,No,Conventional,irrigated,upland,,,,,,,,,0.081678031,0.010988094
1895,178,No,Conventional,irrigated,upland,,,,,,,,,0.192903666,0.010988094
1896,177,No,Conventional,irrigated,upland,,,,,,,,,0.550046337,0.010988094
1897,177,No,Conventional,irrigated,upland,,,,,,,,,0.587786665,0.010988094
1898,177,No,Conventional,irrigated,upland,,,,,,,,,0.510825624,0.010988094
1899,177,No,Conventional,irrigated,upland,,,,,,,,,0.78845736,0.010988094
1900,177,No,Conventional,irrigated,upland,,,,,,,,,0.659245629,0.010988094
1901,177,No,Conventional,irrigated,upland,,,,,,,,,0.287682072,0.010988094
1902,177,No,Conventional,irrigated,upland,,,,,,,,,0.336472237,0.010988094
1903,178,No,Conventional,irrigated,upland,,,,,,,,,0.185717146,0.010988094
1904,178,No,Conventional,irrigated,upland,,,,,,,,,0.115512887,0.010988094
1905,178,No,Conventional,irrigated,upland,,,,,,,,,0.133531393,0.010988094
1906,178,No,Conventional,irrigated,upland,,,,,,,,,0.15123097,0.010988094
1907,178,No,Conventional,irrigated,upland,,,,,,,,,0.097163748,0.010988094
1908,178,No,Conventional,irrigated,upland,,,,,,,,,-0.063178902,0.010988094
1909,178,No,Conventional,irrigated,upland,,,,,,,,,0.185717146,0.010988094
1910,177,No,Conventional,irrigated,upland,,,,,,,,,0.503905181,0.010988094
1911,177,No,Conventional,irrigated,upland,,,,,,,,,0.370373788,0.010988094
1912,177,No,Conventional,irrigated,upland,,,,,,,,,0.346276237,0.010988094
1913,177,No,Conventional,irrigated,upland,,,,,,,,,0.393904286,0.010988094
1914,177,No,Conventional,irrigated,upland,,,,,,,,,0.321583624,0.010988094
1915,177,No,Conventional,irrigated,upland,,,,,,,,,0.321583624,0.010988094
1916,177,No,Conventional,irrigated,upland,,,,,,,,,0.393904286,0.010988094
1917,178,No,Conventional,irrigated,upland,,,,,,,,,0.380772496,0.010988094
1918,178,No,Conventional,irrigated,upland,,,,,,,,,0.311779624,0.010988094
1919,178,No,Conventional,irrigated,upland,,,,,,,,,0.380772496,0.010988094
1920,178,No,Conventional,irrigated,upland,,,,,,,,,0.346870944,0.010988094
1921,178,No,Conventional,irrigated,upland,,,,,,,,,0.346870944,0.010988094
1922,178,No,Conventional,irrigated,upland,,,,,,,,,0.329479201,0.010988094
1923,178,No,Conventional,irrigated,upland,,,,,,,,,0.363965377,0.010988094
1924,179,No,Conservation,rainfed,upland,,,,,,,,,0.21656458,0.000876981
1925,179,No,Conservation,rainfed,upland,,,,,,,,,0.193191229,0.000890012
1926,179,No,Conservation,rainfed,upland,,,,,,,,,0.540501392,0.001510506
1927,179,No,Conservation,rainfed,upland,,,,,,,,,0.544004022,0.001689678
1928,179,No,Conservation,rainfed,upland,,,,,,,,,0.566616983,0.001664709
1929,179,No,Conservation,rainfed,upland,,,,,,,,,0.651300071,0.001773498
1930,179,No,Conservation,rainfed,upland,,,,,,,,,0.443761393,0.000625361
1931,179,No,Conservation,rainfed,upland,,,,,,,,,0.563469357,0.002007752
1932,180,No,Conventional,rainfed,upland,,,-0.038995767,0.001244711,,,,,0.22238855,0.002634701
1933,180,No,Conventional,rainfed,upland,,,,,,,,,0.272143469,0.008769676
1934,180,No,Conventional,rainfed,upland,,,,,,,,,0.023348287,0.006908819
1935,180,No,Conventional,rainfed,upland,,,0.157657404,0.005004597,,,,,0.153675959,0.029791204
1936,180,No,Conventional,rainfed,upland,,,,,,,,,0.344269547,0.013067318
1937,180,No,Conventional,rainfed,upland,,,,,,,,,-0.01169604,0.033310814
1938,5,No,Conservation,rainfed,upland,,,0.207639365,0.030441333,,,,,0.668145878,0.00824107
1939,181,No,Conservation,rainfed,upland,,,-0.037179003,0.000147562,,,,,0.505813082,0.001582461
1940,182,No,Conservation,rainfed,upland,,,0.070951736,0.000350901,,,,,1.060146008,0.002809989
1941,183,No,Conservation,rainfed,upland,,,0.128380952,0.002742712,,,,,0.508224842,0.001082639
1942,184,No,Conservation,rainfed,upland,,,0.151805713,0.000622822,,,,,0.385262401,0.007561703
1943,181,No,Conservation,rainfed,upland,,,0.182321556,0.001595793,,,,,0.057158414,0.00799194
1944,182,No,Conservation,rainfed,upland,,,0.503103578,0.002152664,,,,,0.236388778,0.002404843
1945,183,No,Conservation,rainfed,upland,,,0.217723484,0.0028215,,,,,0.298981628,0.010157207
1946,184,No,Conservation,rainfed,upland,,,0.336472237,0.002405442,,,,,0.093090423,0.005117985
1947,185,No,Conservation,rainfed,upland,,,0.048318577,0.004364336,,,,,,
1948,185,Yes,Conservation,rainfed,upland,,,0.096228032,0.004364336,,,,,,
1949,185,Yes,Conservation,rainfed,upland,0.025299506,0.011456953,0.028987537,0.004364336,,,,,,
1950,185,No,Conservation,rainfed,upland,0.014561084,0.011456953,0.144394505,0.004364336,,,,,,
1951,185,No,Conservation,rainfed,upland,,,0.171850257,0.004364336,,,,,,
1952,185,No,Conservation,rainfed,upland,,,0.08594243,0.004364336,,,,,,
1953,185,No,Conservation,rainfed,upland,,,0.101352494,0.004364336,,,,,,
1954,185,No,Conservation,rainfed,upland,,,0.092018899,0.004364336,,,,,,
1955,186,No,Conservation,rainfed,upland,,,0.056797598,0.000439352,,,,,,
1956,11,No,Conservation,irrigated,upland,,,0.184785046,0.00073851,,,,,,
1957,11,No,Conservation,irrigated,upland,,,0.104302874,0.000903645,,,,,,
1958,11,No,Conservation,irrigated,upland,,,-0.004566218,0.001133501,,,,,,
1959,11,No,Conservation,irrigated,upland,,,-0.051413191,0.001158704,,,,,,
1960,11,No,Conservation,irrigated,upland,,,0.178533122,0.001496124,,,,,,
1961,11,No,Conservation,irrigated,upland,,,0.166785556,0.001056944,,,,,,
1962,11,No,Conservation,irrigated,upland,,,0.045359249,0.000558954,,,,,,
1963,11,No,Conservation,irrigated,upland,,,-0.052392934,0.000728964,,,,,,
1964,11,No,Conservation,irrigated,upland,,,0.191688599,0.000350151,,,,,,
1965,11,No,Conservation,irrigated,upland,,,0.151806013,0.000356911,,,,,,
1966,11,No,Conservation,irrigated,upland,,,0.052431363,0.000831314,,,,,,
1967,11,No,Conservation,irrigated,upland,,,-0.02515856,0.000590794,,,,,,
1968,11,No,Conservation,irrigated,upland,,,0.158627068,0.000420335,,,,,,
1969,11,No,Conservation,irrigated,upland,,,0.130012813,0.000237089,,,,,,
1970,11,No,Conservation,irrigated,upland,,,0.078552765,0.000368576,,,,,,
1971,11,No,Conservation,irrigated,upland,,,0.050325084,0.000266172,,,,,,
1972,11,No,Conservation,irrigated,upland,,,0.170051464,0.000675761,,,,,,
1973,11,No,Conservation,irrigated,upland,,,0.15623909,0.000114458,,,,,,
1974,11,No,Conservation,irrigated,upland,,,0.058228505,0.000485877,,,,,,
1975,11,No,Conservation,irrigated,upland,,,0.037819633,0.00033096,,,,,,
1976,187,No,Conservation,rainfed,upland,,,,,,,,,-0.405465108,0.00824107
1977,188,No,Conservation,rainfed,upland,,,0.20329468,0.003273252,,,,,0,0.00824107
1978,188,No,Conservation,rainfed,upland,,,0.039665256,0.003273252,,,,,0,0.00824107
1979,188,No,Conservation,rainfed,upland,,,0.050715093,0.003273252,,,,,0,0.00824107
1980,188,No,Conservation,rainfed,upland,,,0.05092009,0.003273252,,,,,-0.044451763,0.00824107
1981,188,No,Conservation,rainfed,upland,,,0.014815086,0.003273252,,,,,0,0.00824107
1982,188,No,Conservation,rainfed,upland,,,0.036634133,0.003273252,,,,,0,0.00824107
1983,188,No,Conservation,rainfed,upland,,,0.026433257,0.003273252,,,,,-0.105360516,0.00824107
1984,188,No,Conservation,rainfed,upland,,,0.068992871,0.003273252,,,,,0,0.00824107
1985,188,No,Conservation,rainfed,upland,,,0.077291674,0.003273252,,,,,0,0.00824107
1986,189,No,Conventional,rainfed,upland,-0.016609458,0.004789141,,,,,,,,
1987,189,No,Conservation,rainfed,upland,0.179001821,0.005606207,,,,,,,,
1988,38,No,Conventional,rainfed,upland,-0.094081099,0.001603887,,,,,,,,
1989,38,No,Conservation,rainfed,upland,-0.045446847,0.001679282,,,,,,,,
1990,190,No,Conventional,rainfed,upland,0.061840511,0.002179492,,,,,,,,
1991,190,No,Conservation,rainfed,upland,-0.285647484,0.009062771,,,,,,,,
1992,191,No,Conservation,rainfed,paddy,,,0.077159081,0.004364336,,,,,,
1993,191,No,Conservation,rainfed,paddy,,,0.134867398,0.004364336,,,,,,
1994,191,No,Conservation,rainfed,paddy,,,0.062196208,0.004364336,,,,,,
1995,191,No,Conservation,rainfed,paddy,,,-2.833213344,0.004364336,,,,,,
1996,191,No,Conventional,rainfed,paddy,,,-0.005420067,0.004364336,,,,,,
1997,191,No,Conservation,rainfed,paddy,,,0.005763705,0.004364336,,,,,,
1998,191,No,Conservation,rainfed,paddy,,,0.011494379,0.004364336,,,,,,
1999,191,No,Conservation,rainfed,paddy,,,0.045205437,0.004364336,,,,,,
2000,191,No,Conservation,rainfed,paddy,,,0.098981834,0.004364336,,,,,,
2001,191,No,Conventional,rainfed,paddy,,,0.066691374,0.004364336,,,,,,
2002,191,No,Conservation,rainfed,paddy,,,-0.043083586,0.004364336,,,,,,
2003,191,No,Conservation,rainfed,paddy,,,-0.024391453,0.004364336,,,,,,
2004,191,No,Conservation,rainfed,paddy,,,-0.068562671,0.004364336,,,,,,
2005,191,No,Conservation,rainfed,paddy,,,0.075398017,0.004364336,,,,,,
2006,191,No,Conventional,rainfed,paddy,,,-0.057819571,0.004364336,,,,,,
2007,38,No,Conventional,rainfed,upland,-0.070505613,0.002107482,,,,,,,,
2008,38,No,Conventional,rainfed,upland,0.012141045,0.002165214,,,,,,,,
2009,38,No,Conventional,rainfed,upland,-0.050912542,0.004039865,,,,,,,,
2010,38,No,Conventional,rainfed,upland,0.004210171,0.006317342,,,,,,,,
2011,38,No,Conventional,rainfed,upland,0.071595532,0.005467909,,,,,,,,
2012,38,No,Conventional,rainfed,upland,-0.009255721,0.008928774,,,,,,,,
2013,38,No,Conventional,rainfed,upland,0.08929759,0.001369736,,,,,,,,
2014,38,No,Conventional,rainfed,upland,-0.02059204,0.003274957,,,,,,,,
2015,38,No,Conventional,rainfed,upland,0.019428566,0.001368626,,,,,,,,
2016,38,No,Conventional,rainfed,upland,-0.039127128,0.000808463,,,,,,,,
2017,38,No,Conventional,rainfed,upland,-0.067957242,0.002722285,,,,,,,,
2018,38,No,Conventional,rainfed,upland,-0.091368497,0.001567313,,,,,,,,
2019,38,No,Conventional,rainfed,upland,-0.017128794,0.006186394,,,,,,,,
2020,38,No,Conventional,rainfed,upland,0.052985822,0.003602826,,,,,,,,
2021,38,No,Conventional,rainfed,upland,-0.075381836,0.007217118,,,,,,,,
2022,38,No,Conventional,rainfed,upland,0.12737152,0.056943265,,,,,,,,
2023,38,No,Conventional,rainfed,upland,-0.140419877,0.047876623,,,,,,,,
2024,38,No,Conventional,rainfed,upland,0.040252705,0.054366917,,,,,,,,
2025,38,No,Conventional,rainfed,upland,0.249795825,0.001236151,,,,,,,,
2026,38,No,Conventional,rainfed,upland,0.068986127,0.002997221,,,,,,,,
2027,38,No,Conventional,rainfed,upland,0.063874416,0.001270262,,,,,,,,
2028,38,No,Conventional,rainfed,upland,0.149128281,0.003655695,,,,,,,,
2029,38,No,Conventional,rainfed,upland,0.130489133,0.003225204,,,,,,,,
2030,38,No,Conventional,rainfed,upland,0.176327137,0.00228999,,,,,,,,
2031,38,No,Conventional,rainfed,upland,0.19860588,0.004098693,,,,,,,,
2032,38,No,Conventional,rainfed,upland,-0.010197548,0.008671413,,,,,,,,
2033,38,No,Conventional,rainfed,upland,0.016647233,0.007571473,,,,,,,,
2034,72,No,Conventional,intermittent,paddy,,,0.167054085,0.004364336,,,,,0.203427688,0.010988094
2035,72,Yes,Conventional,intermittent,paddy,,,0.0719735,0.004364336,,,,,0.150244874,0.010988094
2036,72,No,Conventional,intermittent,paddy,,,0.15415068,0.004364336,,,,,0.121945766,0.010988094
2037,72,Yes,Conventional,intermittent,paddy,,,0.082691716,0.004364336,,,,,0.212287926,0.010988094
2038,72,No,Conventional,intermittent,paddy,,,0.050010421,0.004364336,,,,,0.084652885,0.010988094
2039,72,Yes,Conventional,intermittent,paddy,,,0.088947486,0.004364336,,,,,0.122961711,0.010988094
2040,192,No,Conservation,rainfed,upland,,,,,,,,,0.003454235,0.000381818
2041,192,No,Conservation,rainfed,upland,,,,,,,,,-0.006734032,0.000330379
2042,192,No,Conservation,rainfed,upland,,,,,,,,,-0.013378126,0.001266382
2043,192,No,Conservation,rainfed,upland,,,,,,,,,0.023065273,0.00011061
2044,192,No,Conservation,rainfed,upland,,,-0.03373814,0.000743848,,,,,0.026202372,0.017571592
2045,192,No,Conservation,rainfed,upland,,,-0.045052664,0.003299783,,,,,-0.008163311,0.007214498
2046,192,No,Conservation,rainfed,upland,,,-0.009523882,0.003284534,,,,,0.15800425,0.004159234
2047,192,No,Conservation,rainfed,upland,,,0.03509132,0.001572775,,,,,0.048009219,0.015361045
2048,192,No,Conservation,rainfed,upland,,,,,,,,,0.030962226,0.00071693
2049,192,No,Conservation,rainfed,upland,,,,,,,,,0.024170361,0.000600819
2050,192,No,Conservation,rainfed,upland,,,,,,,,,0.041922306,0.000448796
